Sentence,Emotion
hẹ hẹ hẹ 😗😗😗,Enjoyment
mèo thành tinh rồi,Surprise
đáng yêu vãi lồn,Enjoyment
được quá chứ 💁🏻‍♂️,Enjoyment
ối giời 🤣🤣🤣🤣,Surprise
chồng ơi vợ ghen tị 🥺🥺,Sadness
ngứa hết cả đít,Anger
ê bạn thích cảm giác như này 😘😘,Enjoyment
toàn 18 trời ơi 😅,Enjoyment
mèo cho ăn cơm chó 😂,Enjoyment
ghê quá đi chúng mày làm tôi ói quá đi mèo à ôm hôn thắm thiết không kiêng nể ai kaka,Disgust
triệt sản hết đi thế là ngon,Anger
hạnh phúc quá tiên sư bọn mèo,Anger
địt mẹ :))),Anger
cay quá thịt hết,Anger
khéo hơn cả mèo luôn,Enjoyment
sao sao 😆,Enjoyment
gắn mác 18 giùm cái,Anger
ghen tị chưa,Enjoyment
hết cơm chó rồi nay tới mèo tổ sư chúng mày 😒😒😒,Anger
ghen tị chưa kìa 🤣🤣,Enjoyment
sách dép cho chúng nó đi anh,Enjoyment
nhà tôi mà có đôi như này chắc xào sả ớt rồi,Anger
cẩu lương free nè 🤣🤣🤣🤣🤣,Enjoyment
làm thịt mèo thôi,Anger
nóng mắt,Anger
eo giống người vậy trời,Surprise
có cuộc sống vô lo vô nghĩ như gia đình nhà mèo này mới gọi là sống không uổng kiếp mèo,Enjoyment
thấy nhục không 😕,Sadness
trời ơi đáng yêu vô cùng,Enjoyment
tình quá đây bày =))))),Enjoyment
tôi đang coi cái gì vậy nè,Surprise
mèo phát cơm nè em,Enjoyment
kiếp này làm meo meo cũng đáng,Enjoyment
sao giống chồng tôi thế mẹ suốt ngày liếm mặt tôi 🙄,Surprise
cưng,Enjoyment
cũng thích,Enjoyment
ghê vậy,Surprise
cơm mèo,Enjoyment
cơm mèo nè,Enjoyment
mèo mà cũng vậy sao sao,Surprise
giống ai đó ghê ha,Enjoyment
mèo xám :),Enjoyment
mày thua cả lũ mèo,Anger
dễ thương,Enjoyment
thật hả trời,Surprise
hihi,Enjoyment
mèo yêu,Enjoyment
không biết giống ai :))))),Enjoyment
🤣🤣🤣🤣🤣,Enjoyment
ỏ ỏ 😂😂😂,Enjoyment
thật là vải chưởng 😆😆,Surprise
chịu thật sự 🤣🤣,Surprise
tôi sẽ ăn cắp hết số meme này kaka,Enjoyment
tôi buồn vãi vãi cả lồn cay vãi lồn vãi lồn đúng không mọi người 🤣🤣🤣,Enjoyment
tiếng việt đã kỳ diệu lắm rồi tiếng việt không dấu còn kỳ diệu hơn ☺,Enjoyment
tiếng việt thật là phong phú :)),Enjoyment
anh em mình cứ thế thôi,Enjoyment
vãi,Surprise
rồi mắc cái lồn gì giờ bỏ dấu má,Anger
khó vậy cũng nghĩ ra được,Surprise
vải thật chứ 😂,Surprise
lần sau mang tương ớt mang cả vải nhé bro 🐧,Enjoyment
kiến thức mới đã tiếp thu 🤣,Enjoyment
mỹ hầu vương buồn,Enjoyment
rất vải 😃,Enjoyment
quá trời vãi mụn lên vãi cả nồi,Surprise
wtf người hải phòng :(,Surprise
cười vãi lồn,Enjoyment
tôi cười chết,Enjoyment
vãi lồn luôn,Surprise
meme này hài,Enjoyment
vãi,Surprise
mùa vải của thế hệ cợt nhả :))),Enjoyment
=)))) học dần,Enjoyment
vãi bắc ninh ngon nhỉ,Enjoyment
tiếng việt không dấu thật đáng sợ,Fear
hải phòng có thằng lồn hèn hơn con chó loại mất dạy tôi tởm và căm thù tới tận xương tủy loại khôn nạn học xong thì gia đình đánh nhau chửi nhau cả một khoảng thời gian trước con điếm chó boylove với thím thỏ không quen biết gì biến ngay liên quan gì hay quen biết thằng khôn nạn đi đú với từ bên nhật xâm lược facebook với cuộc sống của người khác như nho lua trong đây hay tôn trọng người việt nam trả lại tiền học phí cho tôi còn bạn nào như tôi mà ở hà nội thì tới tận nơi đòi nó trả tiền học phí bảo nó cút dùm,Anger
hải phòng chất,Enjoyment
rất hợp với you :)))),Enjoyment
đọc buồn cười vãi lồn,Enjoyment
kaka,Enjoyment
vãi lồn,Surprise
thích vãi lồn,Enjoyment
vãi cả nồi,Surprise
chả có gì hay chắc có bọn dân tiktok khuyết tật mới hay,Disgust
:))),Enjoyment
😂,Enjoyment
=))))))),Enjoyment
hết biển hưng yên giờ đến vải hải phòng chịu đấy 🤣🤣🤣,Enjoyment
=)))),Enjoyment
:)),Enjoyment
ê =))),Surprise
:)),Enjoyment
=)),Enjoyment
🤣🤣🤣🤣🤣,Enjoyment
bọn tuyên giáo iran này phải cho đi học lại làm mấy cái ảnh ai cũng không ra hồn 😁😁😁,Disgust
hạ được f35 hay không thì xem cổ phiếu của tài phiệt martin nếu tụt dốc chứng tỏ iran vít cổ f35 thật đấy 😄,Enjoyment
trước việt nam bắn hạ hơn 30 cái b52 sợ mấy thằng tây lông mấy thằng phản quốc không tin nên các cụ nhà ta để hẳn con b52 giữa hồ ngọc hà cho chúng nó đỡ cãi kaka chẳng có địt mẹ gì là bất khả xâm phạm đâu chúng nó quảng cáo cáo bất khả xâm phạm không thể bị bắn rơi là láo đấy,Enjoyment
34 bắn f35 trên mạng,Disgust
mấy ông iran này gió máy lắm có khi đợt này bị đập cho méo mồm,Disgust
ship cho quả bom vô tòa soạn còn fake news thì ship tiếp,Disgust
iran: chatgpt vẽ cho tôi con f35 để lùa anh em nào,Disgust
có à anh tập vừa tài trợ cho ít thiết bị mà còn có anh 3 kít tan anh tin nữa 🤣🤣,Disgust
tàng với trả hình cái trò lừa thiên hạ để lấy tiền bán cho nó đắt gặp radar thụ động thì bằng nhau hết,Disgust
bốt phét 207 chiếc máy của do thái bay lượn tung tăng múa hát như chốn không người,Anger
tuyệt mẹ nó vời kaka unô vện vàng 3geo khóc thét 😃😀😀,Enjoyment
ơ nghe mấy anh phát biểu làm chủ không phận iran cơ mà 🤣🤣,Disgust
chắc mẽo đang giãy chết chứ gì tôi đã hạ được tiêm kích của nó rồi tuyên láo,Disgust
tin lấy tin để :))),Disgust
địt mẹ không tin 😌 nghe nói f35 của mỹ thời điểm hiện tại là bất bại không thể tiêu diệt được mà 😌😌😌😌,Disgust
chắc chơi đòn tâm lý chiến thủ dâm tinh thần chứ đồ của mỹ đế sao dễ xơi vậy,Anger
lại thêm 1 thằng sắp bị bế :)),Disgust
có tiền mua xe mà không mua nổi ý thức,Anger
chuyến này đi xa,Enjoyment
gấu mèo lại đi rồi,Enjoyment
lên phường rồi,Enjoyment
hóng cái kết,Enjoyment
cho bốc lịch luôn cú đá quá đẹp,Enjoyment
ngu dốt nhất là sử dụng bạo lực để giải quyết vấn đề ở năm 2025 này =)))),Anger
chắc ở trên núi nhiều quá không đọc tin tức,Disgust
không chịu xem tivi xem thời sự gì cả cô gái xanh sm lại chóng mặt buồn nôn với hoảng loạn là vừa rồi 🤣🤣,Enjoyment
lại có lúa :),Enjoyment
mấy ông này không có mạng internet à 😂😂😂,Disgust
:v nhục cái mặt thật,Disgust
hoài mấy thành phần này không khôn ra được,Disgust
gặp người yếu thế lại là phụ nữ nên nó càng làm tới thứ súc vật này chỉ có cho đi đầu thai chứ hết thuốc chữa,Anger
cứ gặp các chú áo xanh lại ngoan ngay 😅,Enjoyment
cú đá đi vào trại giam 😅,Enjoyment
đời lắm thằng ngu,Disgust
đi ô tô thượng đẳng quá à 🐸,Disgust
có điện thoại thì chỉ cắm đầu vào tài xỉu không chịu cập nhật tin tức lúc lên phường lại nói tại lúc đó em nóng tính mất khôn,Anger
kia bị đánh tới tấp 300 triệu cái này đạp thì 150 triệu bãi nại 😂,Enjoyment
sao có những người nó ngu đến cùng cực vậy trời không đọc báo hay tin tức gì à,Disgust
họa từ mồm mà ra )) thà rằng anh đéo có răng thì chả phải dùng tăm rồi phải kính thưa hội đồng 😂😂😂,Disgust
chắc sắm cái smartphone ra để lướt tiktok xem lắc eo :))),Disgust
1 đấm đã 300 củ rồi nay 1 đá chắc 500 củ nhỉ anh em 🤣,Enjoyment
thần tài đến thần tài đến 😂 không có 1 tỷ thề không mở mắt 👀,Enjoyment
nộ long cước này tỉ lệ với cái đầu rồi,Disgust
cái loại côn đồ mất dạy,Anger
kinh tởm thật chứ loại đàn ông hèn hạ,Disgust
cứ xin lỗi là xong là không thể được phải chế tài phạt nặng răn đe tránh về sau,Anger
ngu lấy tiếng lên phường sẽ được tung cước,Enjoyment
hở ra cái là xích hống hách làm gì,Anger
giờ chị cứ vào vinmec nằm phòng hạng sang cứ khó thở với choáng đầu cho em :3,Enjoyment
300 củ vào tài khoản,Enjoyment
người sài gòn thân thiện :3,Disgust
riêng trên xe xả rác ra đường đã đéo chấp nhận được rồi này còn vứt tăm vừa xỉa xong nữa rồi còn tung cước người ta thì loại này chỉ sống ký sinh thôi :))),Anger
lại chưa cập nhật xem vụ thằng ô tô vừa bị đền 300 củ rồi,Disgust
thực sự luôn ý nhiều người ý thức không bằng con ruồi nhất là khạc đờm nhổ nước bọt rồi ném rác từ ô tô ra,Disgust
từ ngày bị tấn công tôi hoảng loạn tâm lý ăn không ngon ngủ không yên sức khỏe sa sút là lao động chính trong gia đình tôi gặp rất nhiều khó khăn 🥲,Sadness
lớn rồi bản thân làm sai mà cũng không biết giờ nói không làm chủ được hành vi thói côn đồ vô học thì có,Anger
quá đã nước vịt lộn húp còn thấy đắng,Enjoyment
lại có tiền kaka,Enjoyment
nó sắm điện thoại nó coi phim sex hay gì mà đầu nó ngu dữ vậy,Anger
ngu bao nhiêu vụ rồi không sợ,Anger
rồi thời tới rồi mời chú lên phường tha hồ sửa cách cư xử có tiền mua xe nhưng không có tiền mua ý thức con chó con mèo còn biết nên ỉa chỗ nào mà,Anger
dạo này bọn 4 chân manh động quá lên phường nhiều mà vẫn không sợ,Anger
có con ô tô ghẻ là độ sĩ trên 8 tầng mây,Disgust
dữ côn rừng nay nhiều quá,Surprise
lại chán ăn cơm với vợ rồi :))),Enjoyment
1 đấm 30 triệu chắc 1 cước thì thêm 5 triệu á :))),Enjoyment
hóng phần hai cho tên kia,Disgust
tôi chấm () vào đây cho cảnh sát bắt thằng mặt giặc kia đi 🙏,Anger
que tăm đắt nhất lịch sử,Enjoyment
lại có tiền bồi thường,Enjoyment
phải có thế lực nào đấy lôi kéo chứ không thể nào mà hành xử ngu như thế được 🫨,Disgust
súc vật gặp tôi nằm ngã đó luôn,Anger
địt mẹ nó súc vật súc sinh vô học,Anger
ấm rồi không 300 củ không mở mắt cho em,Enjoyment
đôi khi đi đường có mấy thằng súc sanh còn quăng cả tàn thuốc điếu thuốc nữa ấy,Disgust
ngu vãi lồn vậy,Anger
có nhiều ông chạy xe máy còn khạc nhổ nữa thấy ghê,Disgust
mình từng gặp trường hợp thế này nhưng là tàn thuốc lá cháy áo phao mình thành 1 lỗ đi lại gần nói thì cũng bị dọa đánh 🥹🥹,Disgust
nhớ hồi đó đi đường vừa dừng xe kế xe ô tô thì nó hạ cửa sổ thảy nguyên bọc rác ra ngoài xong nhìn nó thì nó làm như là chuyện bình thường vậy :)),Disgust
@@ thằng này dạo này ít xem mạng mẽo hay gì ấy nhỉ :))),Anger
chắc lại mấy thằng thích làm bố mày,Anger
chắc ít lướt facebook,Disgust
này cố ý giết người rồi mong cơ quan điều tra thật công bằng,Anger
mấy thằng này gặp tôi thì được quá :)),Disgust
rất muốn thấy mặt thằng lồn này,Anger
tiền trên trời rơi xuống 🤑,Enjoyment
này mà gặp là ăn vạ lấy tiền bảo hiểm rồi,Disgust
mấy thằng lồn vừa đi vừa hút thuốc vừa khạc nhổ,Disgust
ông này còn đánh người nữa không vậy 😂,Disgust
còn trường hợp khạc nhổ nữa cơ chỉ muốn vả vào mõm cho chừa,Anger
gạt tàn thuốc xả rác nhổ nước bọt cạn phước lắm mới chạy sau mấy cái đứa thiếu ý thức này,Disgust
ai biết facebook thằng súc vật này không tôi chỉ biết nó mồ côi thôi,Anger
thu nhập hôm nay 50 triệu :))),Enjoyment
chắc ít xem tiktok với cập nhật tin tức,Disgust
cái thằng đàn bà,Anger
thằng súc vật,Anger
một cái tăm trị giá mấy trăm củ 😂,Enjoyment
thằng này là cầm thú,Anger
bọn này nó ngu thật hay ngu giả vậy nhỉ bao nhiêu vụ rồi còn không rút kinh nghiệm hung hăng vậy ta 🤨🤨,Anger
động vào nhân viên xanh sm thì bốc cứt 💩 rồi,Enjoyment
bao nhiêu vụ rồi vẫn chưa chừa 😂,Disgust
đi ô tô mà dùng iphone 3 mạng 3g chịu rồi,Disgust
cho nó đi tù,Anger
lại kính thưa quý tòa 🤣,Enjoyment
đi ô tô mà vô học vô lương tâm,Anger
tưởng đâu chỉ là người ném tăm không đó trời,Surprise
thôi khỏi bỏ tù cho tốn cơm lấy cái tăm đó chọc vào 2 mắt nó là đủ rồi,Anger
lớn đầu mà óc cứt không vậy ta :))) khó hiểu vãi lồn,Anger
bọn này nên treo cổ chúng lên để làm gương cho kẻ khác,Anger
ra đường gặp vô học không,Anger
người khôn vinmec mà nằm anh hùng nhà đá đêm nằm đau lưng =))),Enjoyment
lên ngoan hơn husky,Enjoyment
nhanh trí ngã ra giãy sùi bọt không dậy :))),Enjoyment
dạo này toàn các anh thích học khoản này khoản kia thôi nhỉ,Disgust
hóng lên phường,Disgust
mấy thằng này nó bị thiếu máu lên não sao ý nhỉ :))),Anger
hóng từ chiều tới giờ để xem mặt thằng này,Disgust
về nhà kể xỉa răng cũng bị lên phường không ai tin,Enjoyment
tước bằng lái xe vĩnh viễn cho đi tù,Anger
trash của xã hội có tiền mua xe không có tiền mua ý thức 😒👏,Anger
tôi mang cho cái xẻng sán vào mồm cho đỡ phải xỉa răng rồi vứt vào người khác,Anger
bán xe bồi thường =)),Enjoyment
lại thằng ngu thèm đi tù,Anger
đã vô ý thức lại còn vô nhân tính,Anger
mấy thằng ngu này sao có ô tô đi hay vậy,Anger
nhà thằng này không lắp mạng hay sao ý nhỉ,Anger
ngon quá 1 cái tăm 1 trăm :)),Enjoyment
hóng ảnh lên phường,Enjoyment
lại lên phường nộp ngân lượng vào kho,Enjoyment
vui rồi nó chạy cho vin vào vinmec thì hết nước chấm,Enjoyment
những loại khốn nạn như này thì cứ tự thanh lọc dần thôi,Anger
đơn vị mới 1 cước = 50 100 triệu 🥲,Enjoyment
bọn này nó bị mù internet hay sao mà người ta bị lên phường hoài vẫn cứ làm nhỉ óc cứt,Anger
biến động số dư 50 000 000 việt nam đồng mới mở mắt mới hết buồn nôn chóng mặt chị nhé,Enjoyment
loại mất lịch sự,Anger
cậy nhà nhiều tiền,Anger
sao bả khùng giữ vậy trời 😂,Surprise
tôi sẽ cho mày lên báo quá báo 🤣🤣🤣😬😂😂👍,Enjoyment
sao giống tôi thế 🤣,Surprise
ý tôi luôn ha ha ha 😎😎😎,Enjoyment
quá rủi ro để tag anh nhà vào 🤣,Enjoyment
nhột dữ trời,Surprise
đấy thấy chưa anh y chang 🤣,Enjoyment
ủa có tôi trong đây kaka,Enjoyment
nhìn bà kia khổ,Enjoyment
ê sao y chang tôi luôn á cha ơi,Surprise
sao anh hay đi thả tim dạo vậy 😹😝,Enjoyment
tao cũng bất lực 🥴,Enjoyment
sao giống tôi vậy,Surprise
ê này là anh nè 🥺😂,Surprise
ê sao biết hay vậy :))),Surprise
giống vậy,Surprise
3 phần bất 7 phần như 3:)),Enjoyment
bắt chước nữa,Surprise
chân thật ghê,Surprise
ủa sao giống dữ 🤦‍♂️,Surprise
